"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_14A1","PVN_14A2","PVN_14A3","logFC","logCPM","PValue","FDR"
"ENSMUSG00000074268.4","Amy2a5",7,1.138,0,0,0,2.416,-0.0422965181975291,5.37424002416762,0.941246036213647,1
"ENSMUSG00000074269.10","Rec114",0,2,0,6,0,5,0.0273576722265438,5.37381318192597,0.941258746109287,1
"ENSMUSG00000074272.10","Ceacam1",110.638,181.608,210,375.088,32,153.596,0.368836738735787,1.47409436604404,0.941665491438787,1
"ENSMUSG00000074277.4","Phldb3",31,27,19,40,1,20,-0.0623233304590736,6.30495342254989,0.941751151965466,1
"ENSMUSG00000074282.10","Zfp94",30,7,5,19,0,10,0.00839346298489816,4.10413774860687,0.94178832249487,1
"ENSMUSG00000074283.5","Zfp109",19,22,4,6,8,23,0.00140731629643173,4.90415372435274,0.941835631222329,1
"ENSMUSG00000074291.3","Vmn1r168",4,0,4,2,0,0,-0.0405251035418208,5.77959787592569,0.941844485775745,1
"ENSMUSG00000074300.4","Smim31",9,3,0,5,0,0,-0.0225407285430246,4.88850246555234,0.941868084013579,1
"ENSMUSG00000074305.9","Peak1",234,303,88,346,64,187,-0.0594925943418066,4.12495024675571,0.941869347301436,1
"ENSMUSG00000074311.3","Vmn1r139",0,1,8,0,0,7,-0.0309004708062931,3.03562187657227,0.941870201443267,1
"ENSMUSG00000074340.9","Ovgp1",10,4,3,0,0,0,-0.0266234564533053,6.07643172457884,0.942171275706056,1
"ENSMUSG00000074342.3","I830077J02Rik",258,353,153,304,39,237,0.00403630083726135,6.85091221852089,0.942183335449219,1
"ENSMUSG00000074345.4","Tnfaip8l3",3,7,0,17,0,3,0.0344371631542281,4.91081401395106,0.942271258376692,1
"ENSMUSG00000074358.9","Ccdc61",30,38,26,66,0,33,-0.132637650478074,2.89861045443865,0.942377943674453,1
"ENSMUSG00000074361.11","C5ar2",237,262,60,195,37,208,0.0241988443584042,6.9919116207506,0.942677221193173,1
"ENSMUSG00000074364.6","Ehd2",5,47,24,44,7,24,0.0181423476164686,3.11106998126615,0.942694024014278,1
"ENSMUSG00000074365.13","Crxos",6,0,0,4,0,3,0.00908327045319366,3.16125486869054,0.9427908479742,1
"ENSMUSG00000074384.4","AI429214",0,0,0,2,0,7,-0.0237847500062824,4.15118026165198,0.942913908752493,1
"ENSMUSG00000074405.8","Zfp865",267,310,101,259,19,196.408,0.139926534423287,3.0891386072837,0.943097944913822,1
"ENSMUSG00000074406.5","Zfp628",93,116,42,161,9,90,0.00473104248482153,5.81231867465007,0.943145552669004,1
"ENSMUSG00000074445.4","Sprr2a3",10,4,0,8,0,5,-0.114411361408022,1.66559160829909,0.943248990961559,1
"ENSMUSG00000074449.3","Gm15319",0,8.694,0,20.417,0,8.401,0.173709990187048,1.37118927496927,0.943272366888803,1
"ENSMUSG00000074452.13","Pate2",10,4,0,8,0,6,0.386726714678672,1.65496553201402,0.943313520988326,1
"ENSMUSG00000074472.10","Zfp872",3,1,0,6,0,4,0.0630796400280552,2.91049605024373,0.943396167398509,1
"ENSMUSG00000074473.1","A230072I06Rik",4,1,0,13,0,1,0.00803422534862261,6.1179358909603,0.943403161156847,1
"ENSMUSG00000074476.6","Spc24",0,2,25,19,0,3,0.0229557736531685,4.96527094981231,0.943419209296054,1
"ENSMUSG00000074480.4","Mex3a",19,33,26,42,2,27,-0.0112731475071871,6.11225171274489,0.94342384646177,1
"ENSMUSG00000074489.9","Bglap3",1,1,0,0,0,0,-0.09248050035345,1.64145745459347,0.943453350639026,1
"ENSMUSG00000074491.9","Clec4g",0,0,0,2,0,4,0.016050029163926,1.62990944248004,0.943605595808774,1
"ENSMUSG00000074500.11","Zfp558",34,19,14,5,0,8,-0.120940413495013,1.63670657790616,0.943607842781327,1
"ENSMUSG00000074502.4","Ubtfl1",0,4,1,6,0,4,0.336463395407569,1.62451660084303,0.943642672877427,1
"ENSMUSG00000074505.6","Fat3",243,404,150,441,73,183,-0.0724392058453788,1.62068814866237,0.943662627401864,1
"ENSMUSG00000074513.9","Arfip1",117,141.079,104,129.999,16,58,-0.0605505900534899,1.6203516776066,0.943812025728443,1
"ENSMUSG00000074519.11","Zfp971",6,9.33,1,7,0,0,-0.0578638725717838,4.24927837113702,0.943857726777186,1
"ENSMUSG00000074527.11","Gm14296",28,6.925,0,44,4,44,-0.0233474405257274,4.98925632077114,0.943867858400448,1
"ENSMUSG00000074564.3","Gm10720",10.874,1.418,6.2,64.102,0,19.065,-0.0561000598226297,3.10331667241747,0.943869710441508,1
"ENSMUSG00000074569.4","Gcnt7",15,5,0,8,1,10,0.282859284990393,1.60547314152586,0.943928190951183,1
"ENSMUSG00000074570.14","Cass4",226,306,146,301,56,190,0.112519672441686,3.09091077611374,0.944239528245067,1
"ENSMUSG00000074575.4","Kcng1",0,0,0,20,0,4,-0.166356008923574,2.92532248486063,0.944274979494982,1
"ENSMUSG00000074576.4","Mocs3",37,46,13,8,0,19,-0.0147490258601181,7.15434603917126,0.944301428697572,1
"ENSMUSG00000074579.14","Lekr1",2,10,0,9,0,4,-0.0378919038083941,6.14802042829008,0.944430082164654,1
"ENSMUSG00000074582.10","Arfgef2",181,256,105,234,25,156,-0.0533330936780186,3.13046764089755,0.944463940916874,1
"ENSMUSG00000074591.8","Ankub1",0,4,0,5,0,7,0.0191833942465039,7.89442340175631,0.944493441302391,1
"ENSMUSG00000074604.9","Mgst2",30,19,30,88,1,23,0.399860773029804,1.56887618347034,0.944563925990811,1
"ENSMUSG00000074607.11","Tox2",0,4,0,2,7,0,0.0155051144775233,7.88706043334063,0.944608640964163,1
"ENSMUSG00000074619.5","1700034I23Rik",17,3.553,0,23,0,0,0.0424065430737475,4.28155722008733,0.944722624330498,1
"ENSMUSG00000074622.4","Mafb",4118,5750,2991,7058,741,3627,-0.0167640414705645,4.28502282419901,0.944752053516163,1
"ENSMUSG00000074623.4","Gm826",15,26,13,55,0,6,-0.0325397006034348,6.9277037748728,0.945132669234634,1
"ENSMUSG00000074627.11","Mroh8",0,3,0,12,0,6,0.0220165703646546,6.17330517361493,0.945221601744703,1
"ENSMUSG00000074634.12","Tmem267",41,17,39,60,11,46,0.042556448103393,6.61716451684418,0.945429278592977,1
"ENSMUSG00000074643.12","Cpne1",88.521,204.755,106,182.226,16.435,108.078,-0.0273630518628196,7.6927027703166,0.945461592881156,1
"ENSMUSG00000074646.10","6430550D23Rik",0,6,0,7,0,13,0.0150439870707106,5.53457571284128,0.945519723100727,1
"ENSMUSG00000074647.4","Fam83c",0,8,0,10,4,1,0.193681884529389,3.27188298556194,0.9457256401487,1
"ENSMUSG00000074649.6","BC029722",27,47,17,58,7,26,-0.205144101189431,2.96367013759512,0.945741887479255,1
"ENSMUSG00000074651.3","Mcidas",0,1,0,3,1,2,-0.194229141194672,3.01909593583794,0.945786523667114,1
"ENSMUSG00000074652.3","Myh7b",0,1,0,7,0,1,-0.086595127642441,1.76430345398108,0.945812256177541,1
"ENSMUSG00000074653.10","Lrrc31",0,4,4,19,0,11,0.273949707446274,1.76091193705778,0.945855818404667,1
"ENSMUSG00000074656.12","Eif2s2",131,285,189,445.999,45,193,0.392418855479265,1.76970584288774,0.94591530544233,1
"ENSMUSG00000074657.5","Kif5a",11,13,22,23,0,15,-0.0689014910427797,1.7512690983673,0.945961581196561,1
"ENSMUSG00000074671.6","Tspyl3",19,38,20,31,3,20,0.351125184937334,1.75535306869781,0.946000510793245,1
"ENSMUSG00000074673.15","Ttll9",10,4,0,0,0,2,-0.0394825875574997,1.75115583965862,0.946005551677154,1
"ENSMUSG00000074677.11","Sirpb1c",0,1,2.883,12.857,0,9.707,0.321464997761368,1.74839707762419,0.946019843886303,1
"ENSMUSG00000074682.4","Zcchc3",7,11,9,19,7,5,-0.0368375128376979,5.55136422766084,0.946088192256088,1
"ENSMUSG00000074698.10","Csnk2a1",403.839,435.049,283.815,451,27,375.245,-0.0417429339940493,6.20514205975402,0.946124404358906,1
"ENSMUSG00000074715.3","Ccl28",0,9,0,8,0,15,-0.0159626910582934,1.72726919125421,0.946145281115857,1
"ENSMUSG00000074733.14","Zfp950",146.999,130.999,76,118,10,51,0.254039490264833,1.73646219606513,0.946150453928634,1
"ENSMUSG00000074734.3","Taf7l2",1,2,0,17,0,4,0.268776436585647,1.7208672999964,0.946215905367111,1
"ENSMUSG00000074738.2","Fndc10",0,6,5,17,0,7,-0.113878844089617,1.71901331635186,0.946220018638584,1
"ENSMUSG00000074743.4","Thbd",0,3,2,24,0,15,0.316637393136147,1.72767895347159,0.946229891635446,1
"ENSMUSG00000074746.3","Pdzd8",295,384,157,514,55,205,0.206942020321754,3.30454058246395,0.946284687075009,1
"ENSMUSG00000074748.3","Atxn7l3b",172,186,134,169,32,135,0.0194749534504783,7.20596223654441,0.946289903324733,1
"ENSMUSG00000074749.10","Kiz",26,29,36,41.001,13,43,0.0828708959597945,3.14130569844242,0.94629584193157,1
"ENSMUSG00000074754.4","Smim26",4,11,0,16,0,2,-0.0599798993815552,1.72216941243794,0.94630177801902,1
"ENSMUSG00000074768.6","Bhmt",0,4,0,27,0,21,0.246557134290601,1.71179853771867,0.946315128004803,1
"ENSMUSG00000074771.10","Ankef1",4,4,0,3,0,0,-0.0239402981562658,7.29979009405468,0.946328460234013,1
"ENSMUSG00000074781.5","Ube2n",136,261.347,138.999,330.157,41,178.501,0.337137710243742,1.71884375006121,0.946345302979721,1
"ENSMUSG00000074785.5","Plxnc1",15,15,3,92,3,30,0.0355190466534246,6.96022635085149,0.946439932989274,1
"ENSMUSG00000074793.10","Hspa12b",0,2,0,6,0,4,0.368005280115247,1.70200931539258,0.94644010844296,1
"ENSMUSG00000074794.10","Arrdc3",368.999,437.001,381,367,58,445,-0.0471789016665319,1.71109342236115,0.946458347554698,1
"ENSMUSG00000074796.10","Slc4a11",1,4,0,4,8,8,-0.0317037273215665,5.94339979741819,0.946509614149011,1
"ENSMUSG00000074797.11","Itpa",12,30,21,41,2,32,0.0104965489510402,1.70364170756884,0.946545958303403,1
"ENSMUSG00000074802.11","Gas2l3",25,10,11,29,0,16,0.308714023285152,1.70043181805051,0.946562376837634,1
"ENSMUSG00000074811.3","Hps6",32,20,3,56,0,21,-0.0161456128706612,1.6893404104436,0.946620928605686,1
"ENSMUSG00000074824.3","Rslcan18",5,14,14,22,0,18.576,-0.0890796194553716,1.68599920849968,0.946621199469162,1
"ENSMUSG00000074825.4","Itpripl1",452,261,121,248,24,210,0.0170433997333741,6.22801084977617,0.94684865900684,1
"ENSMUSG00000074826.10","Gm10767",1.015,3.028,10,0,0,3,0.0272623657675361,5.58657819309368,0.946958253541872,1
"ENSMUSG00000074829.10","2010315B03Rik",45,40,25,43,19,33,0.024620650673686,6.97871377787808,0.946984806085883,1
"ENSMUSG00000074852.4","Hpse2",0,2,0,5,0,5,-0.0376668605380935,5.59490267233998,0.947005286399668,1
"ENSMUSG00000074862.11","BC025920",8,13,4,3,0,3,-0.0254623939644002,6.67412194273723,0.947030616840894,1
"ENSMUSG00000074863.5","Platr25",49,37,11,62,6,42,-0.0969160849113873,1.66500586817414,0.947059260490903,1
"ENSMUSG00000074865.11","Zfp934",20,21.832,15,21.719,0,22,0.0118940910580316,5.09927068025414,0.947062071609221,1
"ENSMUSG00000074867.4","Zfp808",0,20.168,0,4.281,4,5,0.0191619487464957,5.12554833941897,0.947268880533799,1
"ENSMUSG00000074870.4","Cts3",0,0,0,2,0,12,0.0811989062460259,4.41822366897904,0.947301811859581,1
"ENSMUSG00000074874.10","Ctla2b",0,19.856,16,23,2,19,-0.00303088478701717,5.60756254823785,0.9475546738817,1
"ENSMUSG00000074884.12","Serf2",303.543,478.124,248.386,690.001,56,355.246,0.0319618289980222,3.37877051941688,0.947558715029972,1
"ENSMUSG00000074886.11","Grk6",126,118,144,239.999,29,148,0.061845956942257,4.4233103302734,0.947566793352913,1
"ENSMUSG00000074890.4","Lcmt2",89,45,16,45,0,25,0.0211603113413994,5.61581580262404,0.947604859084489,1
"ENSMUSG00000074892.9","B3galt5",145,173,106,154,16,128,0.124594677217895,1.28587263278286,0.947642299992362,1
"ENSMUSG00000074895.10","Eif4e1b",0,1,0,6,0,1,-0.0279031239097253,5.61672015336925,0.947659639237686,1
"ENSMUSG00000074896.3","Ifit3",24,42.796,25,94.555,0,20.677,0.172110779616543,3.40543285030821,0.947773528422705,1
"ENSMUSG00000074899.6","Sptbn5",26,44,9,30,0,36,-0.00661454584533391,5.62269950252569,0.947790892358626,1
"ENSMUSG00000074909.5","Ranbp6",53,51,57,37,0,10,-0.047326823915169,3.30893852623088,0.947791139230086,1
"ENSMUSG00000074916.5","Chst14",81,44,30,35,4,39,0.0599025518742217,5.1555034996873,0.947829013226546,1
"ENSMUSG00000074918.4","Inafm2",67,72,18,27,5,37,-0.0161135196339624,8.29416188524827,0.947939092980339,1
"ENSMUSG00000074922.1","Fam122a",38,37,12,37,2,26,0.0641696888972843,1.21135387427239,0.947990906838306,1
"ENSMUSG00000074925.4","Ptar1",83,149,42,147,22,65,0.0383183639255345,4.44108537430482,0.9480248475407,1
"ENSMUSG00000074934.3","Grem1",0,3,0,12,0,4,0.0580358904481651,1.18449637836517,0.948098605732169,1
"ENSMUSG00000074939.3","Chrm5",0,1,0,16,0,9,0.139284433679379,3.33628689797615,0.948177898279505,1
"ENSMUSG00000074946.5","Olfr1313",15,0,8,1,0,0,-0.0497020364019688,6.0003066009447,0.948187805511478,1
"ENSMUSG00000074947.3","Olfr1312",5,4,0,5,0,8,-0.0215214125858101,1.82257429340684,0.948234032870754,1
"ENSMUSG00000074952.3","Olfr1308",0,8,0,4,0,2,-0.152925696583767,3.17976606127142,0.948375594333305,1
"ENSMUSG00000074968.11","Ano3",10,3,0,6,0,1,0.0138847650830102,6.8781858121505,0.948396431745876,1
"ENSMUSG00000074971.4","Fibin",0,0,0,6,0,1,0.233449211914175,1.55341903083973,0.948409205524583,1
"ENSMUSG00000074991.5","Gabrr3",0,3,0,4,1,1,-0.0363874161539463,1.79564942688761,0.948542512526169,1
"ENSMUSG00000074994.6","Qser1",172,211,134,205,40,137,0.270818524273174,1.80332301314392,0.948548733671914,1
"ENSMUSG00000074996.4","Olfr199",1,0,0,9,0,2,-0.0288251562520843,7.73928351287669,0.948608838376758,1
"ENSMUSG00000075000.11","Nrbf2",78,64,36,66.533,0,52,0.266007038099051,1.79712988957231,0.94875991287061,1
"ENSMUSG00000075012.4","Fjx1",0,7,0,1,0,1,-0.0210708985251938,8.73937732066174,0.948936850227471,1
"ENSMUSG00000075014.1","Gm10800",974.516,2859.616,1370.375,13588.799,193.046,1978.55,0.301805533840435,1.76656592249899,0.949038031754006,1
"ENSMUSG00000075015.3","Gm10801",4152.079,5873.26,2891.097,33432.854,457.275,11578.418,0.00539707837703235,5.20580839998597,0.94908167051245,1
"ENSMUSG00000075028.12","Prdm11",89.001,99,18,112.001,38,74,-0.145104556930814,4.45565346850552,0.949100622404441,1
